Year of Case,Employer Name,Address,Street,City,State,Zip Code,Wages Owed,Number of Claimants on Case,USDOL?
2020,EFE Market Organic Food,"2741 Ocean Avenue, Brooklyn, NY, 11229",2741 Ocean Avenue,Brooklyn,NY,11229,"$72,984.00",2,NO
2021,All American Coffee Shop,"35-19 37th Avenue, Astoria, NY, 11101",35-19 37th Avenue,Astoria,NY,11101,"$72,735.00",,NO
2022,All Metro,"80 Broad St, New York, NY, 10004",80 Broad St,New York,NY,10004,"$70,304.00",3,NO
2024,Vibes II,"120-20 Merrick Blvd., Jamaica, NY, 11434",120-20 Merrick Blvd.,Jamaica,NY,11434,"$69,060.00",,NO
2021,Flushing Meat Corp,"88 Harrison Place, Brooklyn, NY, 11237",88 Harrison Place,Brooklyn,NY,11237,"$68,890.00",,NO
2021,Best A Tee Inc,"827 Avenue of the Americas, New York, NY, 10001",827 Avenue of the Americas,New York,NY,10001,"$68,172.00",1,NO
2022,"Zeluck, Inc.","5300 Kings Highway, Brooklyn, NY, 11234",5300 Kings Highway,Brooklyn,NY,11234,"$68,001.00",71,NO
2020,T & C Hardware Inc,"4433 Kissena Blvd, Flushing, NY, 11355",4433 Kissena Blvd,Flushing,NY,11355,"$67,358.00",1,NO
2024,7-Eleven Store # 34655B,"9707 Queens Boulevard, Rego Park, NY, 11374",9707 Queens Boulevard,Rego Park,NY,11374,"$67,338.00",,NO
2022,Phantom Construction Corp.,"95-27 116th Street, Queens, NY, 11419",95-27 116th Street,Queens,NY,11419,"$66,693.00",,NO
2022,K & F Construction,"1664 Broadway, Brooklyn, NY, 11207",1664 Broadway,Brooklyn,NY,11207,"$66,484.00",3,NO
2020,"SoRipe, Inc. T/A Ripe","205 N. 7th Street, Brooklyn, NY, 11211",205 N. 7th Street,Brooklyn,NY,11211,"$65,690.00",9,NO
2021,18th Avenue Bakery,"6016 18th Ave, Brooklyn, NY, 11204",6016 18th Ave,Brooklyn,NY,11204,"$65,000.00",1,NO
2023,Ninas Pizzeria and Restaurant,"635 Meeker Avenue, Brooklyn, NY, 11222",635 Meeker Avenue,Brooklyn,NY,11222,"$65,000.00",2,NO
2021,Sona Chaandi Inc,"3714 74th St, Jackson Heights, NY, 11372",3714 74th St,Jackson Heights,NY,11372,"$65,000.00",2,NO
2020,Viand Cafe,"2130 Broadway, New York, NY, 10023",2130 Broadway,New York,NY,10023,"$64,774.00",1,NO
2020,762 Happy Laundromat Inc.,"762 Sheffield Avenue, Brooklyn, NY, 11207",762 Sheffield Avenue,Brooklyn,NY,11207,"$64,436.00",,NO
2023,Sazon Stizzy,"126 W. 238th St., Bronx, NY, 10463",126 W. 238th St.,Bronx,NY,10463,"$64,362.00",,NO
2022,Ace Cleaners,"15 Cliff Street, New York, NY, 10038",15 Cliff Street,New York,NY,10038,"$64,270.00",,NO
2023,Anyway Cafe,"2910 Coney Island Avenue, Brooklyn, NY, 11235",2910 Coney Island Avenue,Brooklyn,NY,11235,"$63,945.00",,NO
2021,Care Pro of Big Apple,"1712 Kings Highway, Brooklyn, NY, 11229",1712 Kings Highway,Brooklyn,NY,11229,"$63,725.00",,NO
2021,Premium Sweets and Restaurant,"37-14 73rd Street, Jackson Heights, NY, 11372",37-14 73rd Street,Jackson Heights,NY,11372,"$63,364.00",,NO
2023,Alba's Pizzeria & Restaurant,"137-65 Queens Boulevard, Briarwood, NY, 11435",137-65 Queens Boulevard,Briarwood,NY,11435,"$62,949.00",,NO
2021,Katz Realty Management,"P.O. Box 240, Brooklyn, NY, 11204",P.O. Box 240,Brooklyn,NY,11204,"$62,650.00",1,NO
2023,Crane Cooling,"2849 Fulton Street, Brooklyn, NY, 11207",2849 Fulton Street,Brooklyn,NY,11207,"$62,434.00",,NO
2020,Xincon Home Health Care,"224 W 35th Street, New York, NY, 10001",224 W 35th Street,New York,NY,10001,"$61,865.00",1,NO
2023,Ethyl's,"1629 2nd Avenue, New York, NY, 10028",1629 2nd Avenue,New York,NY,10028,"$61,769.00",,NO
2020,Delicias Colombianas,"3703 82nd St, Jackson Hts, NY, 11372",3703 82nd St,Jackson Heights,NY,11372,"$61,718.00",,NO
2023,Better Choice Home Care Inc,"7104 18th Avenue, Brooklyn, NY, 11204",7104 18th Avenue,Brooklyn,NY,11204,"$61,363.00",,NO
2022,Infinicare Inc,"90 Bowery, New York, NY, 10013",90 Bowery,New York,NY,10013,"$61,138.00",4,NO
2023,Benny's Kosher Pizza,"181-30 Union Turnpike, Fresh Meadows, NY, 11366",181-30 Union Turnpike,Fresh Meadows,NY,11366,"$60,268.00",,NO
2020,Magic Car Wash & Lube,"494 Bushwick Avenue, Brooklyn, NY, 11206",494 Bushwick Avenue,Brooklyn,NY,11206,"$60,253.00",,NO
2024,Hector Serrano,"460 Audubon Ave, New York, NY, 10040",460 Audubon Ave,New York,NY,10040,"$60,154.00",,NO
2023,Chocolate Fashion,"3527 Junction Blvd, Corona, NY, 11368",3527 Junction Blvd,Corona,NY,11368,"$60,000.00",1,NO
2024,F and D Live Poultry,"94-02 Liverpol Street, Queens, NY, 11435",94-02 Liverpol Street,Queens,NY,11435,"$59,713.00",,NO
2022,Northern Lights Mansion,"210 West 122nd Street, New York, NY, 10025",210 West 122nd Street,New York,NY,10025,"$59,575.00",1,NO
2022,Star Group / Star Hyundai LLC,"20116 Northern Blvd., Bayside, NY, 11361",20116 Northern Blvd.,Bayside,NY,11361,"$59,500.00",1,NO
2020,IQ Electrical Contracting Corp & Iliver Qadhimi & Dan..,"31 West 34th Street, New York, NY, 10001",31 West 34th Street,New York,NY,10001,"$59,478.00",9,NO
2021,New York Tire Central,"1240 Jerome Ave, Bronx, NY, 10452",1240 Jerome Ave,Bronx,NY,10452,"$59,015.00",1,NO
2020,Sabor Guatemalteco Inc,"El Sabor Gutemalteco, Corona, NY, 11368",El Sabor Gutemalteco,Corona,NY,11368,"$58,986.00",3,NO
2023,Inwood Farm,"600 218th Street, New York, NY, 10034",600 218th Street,New York,NY,10034,"$58,947.00",,NO
2022,Unique Furniture and Carpet,"1929 Westchester Avenue, Bronx, NY, 10462",1929 Westchester Avenue,Bronx,NY,10462,"$58,920.00",1,NO
2023,Anna Sui Design Studio LLC,"230 West 38th Street, New York, NY, 10018",230 West 38th Street,New York,NY,10018,"$58,673.00",,NO
2022,SR Homecare Agency,"15408 Northern Blvd, Flushing, NY, 11354",15408 Northern Blvd,Flushing,NY,11354,"$58,629.00",3,NO
2022,Lima Restaurant Corp,"8507 Northern Blvd, Jackson Heights, NY, 11372",8507 Northern Blvd,Jackson Heights,NY,11372,"$58,627.00",,NO
2023,AAA Wholesale Distributors Corp,"1152 Bronx River Ave., Bronx, NY, 10472",1152 Bronx River Ave.,Bronx,NY,10472,"$58,534.00",,NO
2023,Cosmic Insurance Brokerage,"4014 74th Street, Elmhurst, NY, 11373",4014 74th Street,Elmhurst,NY,11373,"$58,425.00",1,NO
2021,Taste of Bengal,"28-27 31st Street, Astoria, NY, 11102",28-27 31st Street,Astoria,NY,11102,"$58,417.00",,NO
2020,Rainbow Cleaners,"1735 Pitkin Ave, Brooklyn, NY, 11212",1735 Pitkin Ave,Brooklyn,NY,11212,"$58,145.00",1,NO
2023,Lander Market,"1430 Richmond Ave, Staten Island, NY, 10314",1430 Richmond Ave,Staten Island,NY,10314,"$57,843.00",,NO
2021,Namaste of Astoria,"3115 30th Ave, Astoria, NY, 11102",3115 30th Ave,Astoria,NY,11102,"$57,720.00",1,NO
2022,Growing Happy Daycare,"330 Wadsworth Avenue, New York, NY, 10040",330 Wadsworth Avenue,New York,NY,10040,"$57,574.00",,NO
2020,Theos Chicken Corp. & Harlem Chicken LLC T/A Chi..,"219 West 145th Street, New York, NY, 10039",219 West 145th Street,New York,NY,10039,"$55,759.00",,NO
2021,Japonica -Union Square,"90 University Place, New York, NY, 10003",90 University Place,New York,NY,10003,"$55,268.00",,NO
2020,Alliance Mechanical Group Inc,"3318 Delavall Ave., Bronx, NY, 10475",3318 Delavall Ave.,Bronx,NY,10475,"$55,253.00",3,NO
2020,Flor Azteca Deli and Grocery,"4812 104 Street, Corona, NY, 11368",4812 104 Street,Corona,NY,11368,"$55,000.00",1,NO
2023,Sour Mouse,"110 Delancey Street, New York, NY, 10002",110 Delancey Street,New York,NY,10002,"$55,000.00",2,NO
2023,Sky Materials Corp./Sky Structures Corp./Prime Mix ..,"470 Scott Avenue, Brooklyn, NY, 11222",470 Scott Avenue,Brooklyn,NY,11222,"$54,823.00",,NO
2021,Best Bites Restaurant and Bakery,"4601 Church Ave, Brooklyn, NY, 11203",4601 Church Ave,Brooklyn,NY,11203,"$53,917.00",,NO
2022,Africana Restaurant,"146-12 Liberty Avenue, Jamaica, NY, 11435",146-12 Liberty Avenue,Jamaica,NY,11435,"$53,678.00",,NO
2022,Anthonys Asbestos and Mold Removal,"1746 West 9th Street 2nd Floor, Brooklyn, NY, 11223",1746 West 9th Street 2nd Floor,Brooklyn,NY,11223,"$53,525.00",4,NO
2020,Morelia Mexican Rest. Inc t/a Made in Mexico,"3950 10th Avenue, New York, NY, 10034",3950 10th Avenue,New York,NY,10034,"$53,376.00",38,NO
2023,Alphonso's Pizzeria,"525 Grand Street, New York, NY, 10002",525 Grand Street,New York,NY,10002,"$52,964.00",3,NO
2023,Sapphire Center for Nursing and Rehab,"35-15 Parsons Blvd, Flushing, NY, 11354",35-15 Parsons Blvd,Flushing,NY,11354,"$52,348.00",8,NO
2023,Cafe Euroasia,"602 Brighton Beach Avenue, Brooklyn, NY, 11235",602 Brighton Beach Avenue,Brooklyn,NY,11235,"$52,062.00",,NO
2021,Broadway Fish Market,"48-18 Broadway, Astoria, NY, 11103",48-18 Broadway,Astoria,NY,11103,"$52,011.00",,NO
2023,Gory's Place LLC,"5458 Myrtle Avenue, Ridgewood, NY, 11385",5458 Myrtle Avenue,Ridgewood,NY,11385,"$51,602.00",,NO
2021,"NAI Cafe, Inc.","85 2nd Avenue, New York, NY, 10003",85 2nd Avenue,New York,NY,10003,"$51,576.00",1,NO
2023,Ampak,"8 Johnson Street, Staten Island, NY, 10309",8 Johnson Street,Staten Island,NY,10309,"$50,752.00",7,NO
2022,Surge Inc,"8269 251st St, Bellerose, NY, 11426",8269 251st St,Bellerose,NY,11426,"$50,342.00",,NO
2020,RCI Plumbing,"547 Midland Avenue, Staten Island, NY, 10306",547 Midland Avenue,Staten Island,NY,10306,"$50,318.00",,NO
2023,"La Ripaille, Corp. T/A La Ripaille Restaurant & Alain ..","605 Hudson Street, New York, NY, 10014",605 Hudson Street,New York,NY,10014,"$50,000.00",,NO
2020,Luz de America,"10430 Roosevelt Ave, Corona, NY, 11368",10430 Roosevelt Ave,Corona,NY,11368,"$50,000.00",2,NO
2023,New Ranchito Deli & Taqueria,"302 Morningstar Road, Staten Island, NY, 10303",302 Morningstar Road,Staten Island,NY,10303,"$50,000.00",2,NO
2020,NYC Clean Air Group,"154-05 12th Avenue Suite 2, Whitesttone, NY, 11357",154-05 12th Avenue Suite 2,Whitestone,NY,11357,"$49,945.00",,NO
2023,Elio Lester,"89-34 116th Street, Richmond Hill, NY, 11418",89-34 116th Street,Richmond Hill,NY,11418,"$49,688.00",,NO
2022,Simpson Restaurant and Bar,"673 Atlantic Avenue, Brooklyn, NY, 11217",673 Atlantic Avenue,Brooklyn,NY,11217,"$49,605.00",1,NO
2023,Bartolino's,"34-11 Broadway, Astoria, NY, 11106",34-11 Broadway,Astoria,NY,11106,"$49,470.00",,NO
2022,Gracious Home LLC,"1210 Third Avenue, New York, NY, 10021",1210 Third Avenue,New York,NY,10021,"$48,765.00",100,NO
2023,Higher School Instructional Services/Facts Education,"3611 14th Ave, Brooklyn, NY, 11218",3611 14th Ave,Brooklyn,NY,11218,"$48,748.00",,NO
2022,B & B Parts Distributors Inc,"1255 E 180th St, Bronx, NY, 10460",1255 E 180th St,Bronx,NY,10460,"$48,720.00",,NO
2020,Club Quarters Wall Street Company LLC,"52 William Street, New York, NY, 10005",52 William Street,New York,NY,10005,"$48,561.00",,NO
2024,KMB Deli,"88-21 31st Ave, East Elmhurst, NY, 11369 Lexington Avenue, New York, NY, 10017",88-21 31st Ave,East Elmhurst,NY,11369,"$48,366.00",,NO
2021,Circulo Espanol,"41-01 Broadway, Long Island City, NY, 11103",41-01 Broadway,Long Island City,NY,11103,"$48,256.00",,NO
2023,E N Home Improvement Finished Concrete,"2813 150th Street, Flushing, NY, 11354",2813 150th Street,Flushing,NY,11354,"$47,685.00",1,NO
2021,Golden City Food Service,"127-40 Willets Point Blvd, Flushing, NY, 11368",127-40 Willets Point Blvd,Flushing,NY,11368,"$47,290.00",,NO
2022,Cleaning Pros,"99 Hudson, New York, NY, 10013",99 Hudson,New York,NY,10013,"$47,264.00",21,NO
2022,Azad Mart,"2236 Forest Avenue, Staten Island, NY, 10303",2236 Forest Avenue,Staten Island,NY,10303,"$47,053.00",2,NO
2020,Mi Pueblo Deli,"180 Irving Avenue, Brooklyn, NY, 11237",180 Irving Avenue,Brooklyn,NY,11237,"$46,426.00",2,NO
2023,Cafe 28,"28 Throop Avenue, Brooklyn, NY, 11206",28 Throop Avenue,Brooklyn,NY,11206,"$46,368.00",,NO
2020,Atlantic Veal and Lamb,"275 Morgan Avenue, Brooklyn, NY, 11211",275 Morgan Avenue,Brooklyn,NY,11211,"$46,153.00",,NO
2023,Astoria Provisions,"1223 Astoria Blvd, Astoria, NY, 11102",1223 Astoria Blvd,Astoria,NY,11102,"$46,145.00",,NO
2022,NIKO K CONSTRUCTION CORP.,"45-67 196TH PLACE, FLUSHING, NY, 11358",45-67 196TH PLACE,FLUSHING,NY,11358,"$46,093.00",,NO
2023,Ceprine Scaffolding Services,"41-08 Berrian Boulevard, Astoria, NY, 11105",41-08 Berrian Boulevard,Astoria,NY,11105,"$45,933.00",,NO
2021,"A&J Contractors Co., Inc","1635 Weirfield St, Brooklyn, NY, 11385",1635 Weirfield St,Brooklyn,NY,11385,"$45,816.00",5,NO
2021,"A&J Contractors Co., Inc","1635 Weirfield St, Brooklyn, NY, 11385",1635 Weirfield St,Brooklyn,NY,11385,"$45,816.00",5,NO
2020,Vitelios Marketplace,"71-76 Yellowstone Blvd, Forest Hills, NY, 11375",71-76 Yellowstone Blvd,Forest Hills,NY,11375,"$45,245.00",,NO
2023,Sunsweet Fashion Inc,"5900 Decatur Street, Ridgewood, NY, 11385",5900 Decatur Street,Ridgewood,NY,11385,"$44,993.00",,YES
2022,Brick Lane Curry House,"79 Second Avenue, New York, NY, 10003",79 Second Avenue,New York,NY,10003,"$44,750.00",1,NO
2023,Cell Nation of 77 Inc,"Roosevelt Avenue, Jackson Heights, NY, 11372",Roosevelt Avenue,Jackson Heights,NY,11372,"$44,361.00",,NO
2023,Kennedy's Chicken & Burgers,"2537 Webster Avenue, Bronx, NY, 10458",2537 Webster Avenue,Bronx,NY,10458,"$44,201.00",,NO
2020,Cooperativa Del Taxista De NY Corp,"281 E. Kingsbridge Road, Bronx, NY, 10458",281 E. Kingsbridge Road,Bronx,NY,10458,"$43,329.00",2,NO
2023,BLC Catering,"321 West 37th Street, New York, NY, 10018",321 West 37th Street,New York,NY,10018,"$43,291.00",,NO
2020,El Maguey Restaurant,"83-28 Northern Blvd, Elmhurst, NY, 11373",83-28 Northern Blvd,Elmhurst,NY,11373,"$42,750.00",1,NO
2020,International Wings Factory LLC & Deepak Ballaney,"1762 1st Avenue, New York, NY, 10128",1762 1st Avenue,New York,NY,10128,"$42,552.00",1,NO
2020,Mexicocina,"503 Jackson Ave., Bronx, NY, 10455",503 Jackson Ave.,Bronx,NY,10455,"$42,510.00",2,NO
2022,Foundation for the Elderly,"145 8th Street, Far Rockaway, NY, 11691",145 8th Street,Far Rockaway,NY,11691,"$42,500.00",3,NO
2021,Sam Razi and Aisha Sari,"232 Bradford, Staten Island, NY, 10309",232 Bradford,Staten Island,NY,10309,"$42,350.00",2,NO
2024,Two Hands,"251 Church Street, New York, NY, 10013",251 Church Street,New York,NY,10013,"$42,043.00",,NO
2021,5 Eleven Deli,"220 Port RIchmond Avenue, Staten Island, NY, 10302",220 Port RIchmond Avenue,Staten Island,NY,10302,"$41,896.00",1,NO
2022,Silvercup Scaffolding,"3-50 Beach Channel Drive, Queens, NY, 11692",3-50 Beach Channel Drive,Queens,NY,11692,"$41,312.00",70,NO
2023,Zaytoons,"594 Vanderbilt Avenue, Brooklyn, NY, 11238",594 Vanderbilt Avenue,Brooklyn,NY,11238,"$41,253.00",,NO
2020,Smile Fish Market,"1444 Nostrand Ave, Brooklyn, NY, 11226",1444 Nostrand Ave,Brooklyn,NY,11226,"$41,000.00",1,NO
2022,Queens Valley Pharmacy & Supermarket,"170-25 Hillside Avenue, Jamaica, NY, 11432",170-25 Hillside Avenue,Jamaica,NY,11432,"$40,689.00",,NO
2020,Brooklyn NY Group Family Day Care,"175 Herzl Street 1st Floor, Brooklyn, NY, 11212",175 Herzl Street 1st Floor,Brooklyn,NY,11212,"$40,630.00",,NO
2020,Famous Gourmet and Grill,"772 Hunts Point Ave., Bronx, NY, 10474",772 Hunts Point Ave.,Bronx,NY,10474,"$40,567.00",3,NO
2022,Andrea Ancion,"673 Rockaway Pkwy, Brooklyn, NY, 11236",673 Rockaway Pkwy,Brooklyn,NY,11236,"$40,471.00",2,NO
2020,Pisillo Italian Panini,"97 Nassau St, New York, NY, 10038",97 Nassau St,New York,NY,10038,"$40,425.00",1,NO
2024,Natty Garden Inc,"636 Washington Avenue, Brooklyn, NY, 11238",636 Washington Avenue,Brooklyn,NY,11238,"$40,310.00",,NO
2023,Quick Wash Super Laundromat,"3855 Boston Rd., Bronx, NY, 10466",3855 Boston Rd.,Bronx,NY,10466,"$40,027.00",4,NO
2022,Addus HomeCare,"115 West 30th Street, New York, NY, 10001",115 West 30th Street,New York,NY,10001,"$40,000.00",4,NO
2020,Angelo's Pizza & Deli,"32-19 Greenpoint Avenue, Long Island CIty, NY, 11101",32-19 Greenpoint Avenue,Long Island CIty,NY,11101,"$40,000.00",,NO
2020,Delicias Hispanas Deli Corp,"146-01 34th Avenue, Flushing, NY, 11354",146-01 34th Avenue,Flushing,NY,11354,"$40,000.00",1,NO
2020,Delorean Inc,"3424 East Tremont Ave, Bronx, NY, 10465",3424 East Tremont Ave,Bronx,NY,10465,"$40,000.00",1,NO
2022,Food Universe Marketplace,"184 W 231st St, Bronx, NY, 10463",184 W 231st St,Bronx,NY,10463,"$40,000.00",2,NO
2020,Grand Sabrosura Restaurant,"1200 Westchester Avenue, Bronx, NY, 10462",1200 Westchester Avenue,Bronx,NY,10462,"$40,000.00",1,NO
2021,Myriam Katz and Martin Katz,"1959 E 24th St, Brooklyn, NY, 11229",1959 E 24th St,Brooklyn,NY,11229,"$40,000.00",2,NO
2020,Allied Universal Security Services,"229 West 36th Street, New York, NY, 10018",229 West 36th Street,New York,NY,10018,"$39,848.00",1,NO
2021,David's Deals Store,"16 East 40th St., New York, NY, 10016",16 East 40th St.,New York,NY,10016,"$39,709.00",7,NO
2023,The Laundry Room,"37-01 28th Ave., Astoria, NY, 11103",37-01 28th Ave.,Astoria,NY,11103,"$39,363.00",,NO
2023,Quality Carpet One Floor and Home,"1416 38th Street, Brooklyn, NY, 11218",1416 38th Street,Brooklyn,NY,11218,"$39,291.00",,NO
2020,Enact,"630 Ninth Ave, New York, NY, 10036",630 Ninth Ave,New York,NY,10036,"$38,652.00",22,NO
2020,Carey Limousine,"24-61 47th Street, Astoria, NY, 11101",24-61 47th Street,Astoria,NY,11101,"$38,190.00",,NO
2021,Rosie Cohen and Alan Cohen,"2124 East 9th Street #2, Brooklyn, NY, 11223",2124 East 9th Street #2,Brooklyn,NY,11223,"$38,162.00",2,NO
2022,B&H Health Care Services Inc,"175 South 9th Street, Brooklyn, NY, 11211",175 South 9th Street,Brooklyn,NY,11211,"$38,152.00",3,NO
2020,Blaggards Pub,"8 West 38th Street, New York, NY, 10018",8 West 38th Street,New York,NY,10018,"$37,573.00",18,NO
2024,Secure Roofing Inc.,"173 Woodpoint Road, Brooklyn, NY, 11211",173 Woodpoint Road,Brooklyn,NY,11211,"$37,545.00",,NO
2023,ABC NINOS INC.,"112-08 37th Avenue, Corona, NY, 11368",112-08 37th Avenue,Corona,NY,11368,"$37,511.00",,NO
2022,Piccolo Sogno Pizzeria Trattoria,"195-14 47th Avenue, Flushing, NY, 11358",195-14 47th Avenue,Flushing,NY,11358,"$37,360.00",,NO
2024,Carrey Trading LLC,"5201 Flushing Ave, Maspeth, NY, 11378",5201 Flushing Ave,Maspeth,NY,11378,"$37,238.00",,NO
2020,Sweet Bakery,"117-02 Jamaica Avenue, Richmond Hill, NY, 11418",117-02 Jamaica Avenue,Richmond Hill,NY,11418,"$37,218.00",4,NO
2022,Norma Jimenez,"24-06 87th Street, East Elmhurst, NY, 11369 Lexington Avenue, New York, NY, 10017",24-06 87th Street,East Elmhurst,NY,11369,"$37,000.00",2,NO
2020,Just for Fen,"229 1st Ave., New York, NY, 10003",229 1st Ave.,New York,NY,10003,"$36,978.00",1,NO
2020,"Brick Lane Curry House, NYC","79 Second Ave, New York, NY, 10003",79 Second Ave,New York,NY,10003,"$36,875.00",1,NO
2021,G.D Business Inc.,"1539 Pitkin Avenue, Brooklyn, NY, 11212",1539 Pitkin Avenue,Brooklyn,NY,11212,"$36,840.00",1,NO
2021,CIty Wav Corp,"2483 Coney Island Ave, Brooklyn, NY, 11223",2483 Coney Island Ave,Brooklyn,NY,11223,"$36,613.00",3,NO
2022,American International Services,"101 Tyrellan Ave, Staten Island, NY, 10309",101 Tyrellan Ave,Staten Island,NY,10309,"$36,575.00",1,NO
2020,613 NY Inc,"12419 Metropolitan Avenue, Kew Garden, NY, 11415",12419 Metropolitan Avenue,Kew Gardens,NY,11415,"$36,433.00",1,NO
2021,381 Broadway Realty Corp,"381 Broadway, New York, NY, 10002",381 Broadway,New York,NY,10002,"$36,231.00",1,NO
2021,Catskill Bagel Company,"1416 Cortelyou Road, Brooklyn, NY, 11226",1416 Cortelyou Road,Brooklyn,NY,11226,"$35,950.00",,NO
2021,C & T Cuisine LLC,"5016 Avenue D, Brooklyn, NY, 11203",5016 Avenue D,Brooklyn,NY,11203,"$35,833.00",1,NO
2021,La Mitad Del Mundo Bar Restaurant,"104-10 Roosevelt Avenue, Corona, NY, 11368",104-10 Roosevelt Avenue,Corona,NY,11368,"$35,744.00",,NO
2023,Associated Fresh Market Place,"70-63 Parsons Blvd, Flushing, NY, 11365",70-63 Parsons Blvd,Flushing,NY,11365,"$35,680.00",,NO
2023,Maite,"159 Central Avenue, Brooklyn, NY, 11221",159 Central Avenue,Brooklyn,NY,11221,"$35,650.00",,NO
2021,"Burton Packaging Company, Inc.","5201 Flushing Avenue, Maspeth, NY, 11378",5201 Flushing Avenue,Maspeth,NY,11378,"$35,454.00",,NO
2020,Island Grocery International Spice Market/Spice Rac..,"1791 Victory Blvd, Staten Island, NY, 10314",1791 Victory Blvd,Staten Island,NY,10314,"$35,366.00",2,NO
2020,Zen Restoration Inc.,"273 Russel St, Brooklyn, NY, 11222",273 Russel St,Brooklyn,NY,11222,"$35,360.00",1,NO
2023,Maurice Tempelsman,"1155 Park Ave, New York, NY, 10028",1155 Park Ave,New York,NY,10028,"$35,000.00",1,NO
2020,Metis Renovations Inc,"349 Fifth Avenue, New York, NY, 10016",349 Fifth Avenue,New York,NY,10016,"$35,000.00",3,NO
2021,192 Restaurant and Bar,"192-02 Northern Blvd, Flusing, NY, 11358",192-02 Northern Blvd,Flushing,NY,11358,"$34,524.00",1,NO
2023,Kira Faiman and Jonathan Faiman,"150 E 65th Street, New York, NY, 10065",150 E 65th Street,New York,NY,10065,"$34,500.00",,NO
2020,Con Sabor A Mexico,"Con Sabor A Mexico, New York, NY, 10033",Con Sabor A Mexico,New York,NY,10033,"$34,311.00",,NO
2022,Last Stop Gourmet Shop,"222 Beach 116th Street, Far Rockaway, NY, 11694",222 Beach 116th Street,Far Rockaway,NY,11694,"$34,255.00",,NO
2021,SECURITAS SECURITY SERVICES,"1412 Broadway 17 FL, New York, NY, 10018",1412 Broadway 17 FL,New York,NY,10018,"$34,162.00",,NO
2021,King Meat Markets Corp,"605 Brighton Beach Ave, Brooklyn, NY, 11235",605 Brighton Beach Ave,Brooklyn,NY,11235,"$33,792.00",1,NO
2020,Ipanema Restaurant,"43 West 46th Street, New York, NY, 10036",43 West 46th Street,New York,NY,10036,"$33,741.00",28,NO
2024,Ari Farkas,"5414 New Utrecht Avenue, Brooklyn, NY, 11219",5414 New Utrecht Avenue,Brooklyn,NY,11219,"$33,700.00",,NO
2024,Star Fruit Market,"4401 Utrecht Avenue, Brooklyn, NY, 11219",4401 Utrecht Avenue,Brooklyn,NY,11219,"$33,600.00",,NO
2023,Jimmy G Construction Corp.,"4219 Gleane Street, Elmhurst, NY, 11373",4219 Gleane Street,Elmhurst,NY,11373,"$33,376.00",1,NO
2023,Centers Plan for Healthy Living,"75 Vanderbilt Avenue, Staten Island, NY, 10304",75 Vanderbilt Avenue,Staten Island,NY,10304,"$33,072.00",,NO
2021,Emilie Hedaya,"704 Avenue I, Brooklyn, NY, 11230",704 Avenue I,Brooklyn,NY,11230,"$33,039.00",1,NO
2020,"Stanco Electrical Contractors, Inc.","370 Albourne Ave., Staten Island, NY, 10309",370 Albourne Ave.,Staten Island,NY,10309,"$32,924.00",1,NO
